Karoo GP by Kai Staats,Generation:,1

TREE_ID,1,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_c3,,,,,,,,,,,,,,,,,,,
fitness,584.735657,85,,,,,,,,,,,,,,,,,

TREE_ID,6,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x3,x1,x3,x1,x2,x3,x5
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,527.658936,55,,,,,,,,,,,,,

TREE_ID,7,,,,,,,,
tree_type,f,,,,,,,,
tree_depth_base,3,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9
node_depth,0,1,1,2,2,3,3,3,3
node_type,root,func,term,func,func,term,term,term,term
node_label,-,*,x4,- tan,/,x3,x4,x1,x3
node_parent,,1,1,2,2,4,4,5,5
node_arity,2,2,0,2,2,0,0,0,0
node_c1,2,4,,6,8,,,,
node_c2,3,5,,7,9,,,,
node_c3,,,,,,,,,
fitness,544.05658,28,,,,,,,

TREE_ID,8,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x3,x3,x3,x1,x2,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,518.158447,55,,,,,,,,,,,,,

TREE_ID,9,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x4,x1,x3,x1,x2,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,532.61322,55,,,,,,,,,,,,,

TREE_ID,10,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x3,x1,x3,x1,x2,x3,x1
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,525.986389,55,,,,,,,,,,,,,

TREE_ID,11,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x3,x1,x3,x1,x2,x3,x1
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,525.986389,55,,,,,,,,,,,,,

TREE_ID,12,,,,,,,,,,
tree_type,f,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11
node_depth,0,1,1,2,2,3,3,3,3,4,4
node_type,root,func,term,func,func,term,func,term,term,term,term
node_label,-,*,x5,- tan,/,x3,* sin,x1,x3,x5,x3
node_parent,,1,1,2,2,4,4,5,5,7,7
node_arity,2,2,0,2,2,0,2,0,0,0,0
node_c1,2,4,,6,8,,10,,,,
node_c2,3,5,,7,9,,11,,,,
node_c3,,,,,,,,,,,
fitness,1520.223755,37,,,,,,,,,

TREE_ID,13,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,+ sin,/ log,+ cos,- cos,+ cos,/ sin,/,x3,x1,x2,x5,x4,x3,x3,x1
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,578.82019,63,,,,,,,,,,,,,

TREE_ID,14,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,/ sin,* cos,x3,x3,x1,x2,x5,x3,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,3317.691895,55,,,,,,,,,,,,,

TREE_ID,15,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x5,x1,x3,x1,x2,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,537.466858,55,,,,,,,,,,,,,

TREE_ID,16,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3
node_type,root,func,func,term,func,func,func,term,term,term,term,term,term
node_label,-,- tan,* tan,x1,- log,* tan,- tan,x1,x5,x1,x4,x1,x5
node_parent,,1,1,2,2,3,3,5,5,6,6,7,7
node_arity,2,2,2,0,2,2,2,0,0,0,0,0,0
node_c1,2,4,6,,8,10,12,,,,,,
node_c2,3,5,7,,9,11,13,,,,,,
node_c3,,,,,,,,,,,,,
fitness,1122.244629,54,,,,,,,,,,,

TREE_ID,17,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,/ tan,x3,x3,x1,x3,x1,x2,x4,x4
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,532.054016,55,,,,,,,,,,,,,

TREE_ID,18,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,/ cos,x3,x2,x1,x3,x1,x2,x2,x1
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,533.551575,55,,,,,,,,,,,,,

TREE_ID,19,,,,,,,,,,
tree_type,f,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11
node_depth,0,1,1,2,2,2,2,3,3,3,3
node_type,root,func,func,func,func,term,term,term,term,term,term
node_label,+ sin,/ log,- cos,- cos,+ tan,x5,x1,x3,x1,x3,x4
node_parent,,1,1,2,2,3,3,4,4,5,5
node_arity,2,2,2,2,2,0,0,0,0,0,0
node_c1,2,4,6,8,10,,,,,,
node_c2,3,5,7,9,11,,,,,,
node_c3,,,,,,,,,,,
fitness,586.475586,49,,,,,,,,,

TREE_ID,20,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,- sin,* cos,x3,x3,x1,x3,x3,x5,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,910.29541,55,,,,,,,,,,,,,

TREE_ID,21,,,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,5
node_type,root,func,func,func,func,func,func,term,term,func,term,term,term,term,term,func,func,term,term,term,term
node_label,+ sin,/ log,+ cos,- cos,+ cos,/ sin,/,x3,x1,/ log,x5,x4,x1,x2,x4,- cos,+ cos,x3,x1,x4,x5
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,10,10,16,16,17,17
node_arity,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,16,,,,,,18,20,,,,
node_c2,3,5,7,9,11,13,15,,,17,,,,,,19,21,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,
fitness,590.71991,90,,,,,,,,,,,,,,,,,,,

TREE_ID,22,,,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,5
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,func,term,func,func,term,term,term,term
node_label,+ sin,/ log,/ log,- cos,+ cos,- cos,- tan,x3,x1,x2,x5,x1,x3,*,x2,/ tan,+ tan,x5,x4,x4,x5
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,14,14,16,16,17,17
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,16,,18,20,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,17,,19,21,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,
fitness,602.630676,90,,,,,,,,,,,,,,,,,,,

TREE_ID,23,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,func,func,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,- tan,x2,x3,x1,x3,x1,x2,* log,* cos,x1,x2,x3,x1
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,14,14,15,15
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,16,18,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,17,19,,,,
node_c3,,,,,,,,,,,,,,,,,,,
fitness,830.08728,73,,,,,,,,,,,,,,,,,

TREE_ID,24,,,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,5
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,func,term,func,func,term,term,term,term
node_label,-,*,- tan,- tan,+ sin,* log,* cos,x3,x3,x1,x3,x1,x2,/ log,x3,- cos,+ cos,x3,x1,x2,x5
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,14,14,16,16,17,17
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,16,,18,20,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,17,,19,21,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,
fitness,660.26532,86,,,,,,,,,,,,,,,,,,,

TREE_ID,25,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4
node_type,root,func,func,func,func,func,func,term,term,term,func,term,term,term,term,term,term
node_label,+ cos,+ sin,+,/,* tan,- cos,/ log,x5,x1,x4,+ log,x4,x2,x2,x4,x4,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,11,11
node_arity,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,16,,,,,,
node_c2,3,5,7,9,11,13,15,,,,17,,,,,,
node_c3,,,,,,,,,,,,,,,,,
fitness,631.732666,68,,,,,,,,,,,,,,,

TREE_ID,26,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x3,x1,x2,x1,x2,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,525.560547,55,,,,,,,,,,,,,

TREE_ID,27,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x3,x1,x3,x1,x2,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,527.607178,55,,,,,,,,,,,,,

TREE_ID,28,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x3,x1,x3,x1,x1,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,514.257141,55,,,,,,,,,,,,,

TREE_ID,29,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,/ log,* cos,x3,x3,x3,x3,x5,x3,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,583.016357,55,,,,,,,,,,,,,

TREE_ID,30,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x5,x1,x3,x1,x3,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,561.926025,55,,,,,,,,,,,,,

TREE_ID,31,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x4,x1,x2,x1,x2,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,534.252441,55,,,,,,,,,,,,,

TREE_ID,32,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3
node_type,root,func,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,- cos,+,* log,- log,+ cos,* tan,- log,x3,x1,x3,x4,x2,x1,x2,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7
node_arity,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,,,,
node_c2,3,5,7,9,11,13,15,,,,,,,,
node_c3,,,,,,,,,,,,,,,
fitness,858.779846,63,,,,,,,,,,,,,

TREE_ID,33,,,,,,,,
tree_type,f,,,,,,,,
tree_depth_base,3,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9
node_depth,0,1,1,2,2,3,3,3,3
node_type,root,term,func,func,func,term,term,term,term
node_label,-,x1,- tan,* log,* cos,x1,x2,x3,x3
node_parent,,1,1,3,3,6,6,7,7
node_arity,2,0,2,2,2,0,0,0,0
node_c1,2,,4,6,8,,,,
node_c2,3,,5,7,9,,,,
node_c3,,,,,,,,,
fitness,1027.852051,36,,,,,,,

TREE_ID,34,,,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,5
node_type,root,func,func,func,func,func,func,term,term,term,term,func,term,term,term,func,func,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,* cos,x3,x4,x1,x3,*,x2,x3,x3,- tan,/,x3,x3,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,12,12,16,16,17,17
node_arity,2,2,2,2,2,2,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,16,,,,18,20,,,,
node_c2,3,5,7,9,11,13,15,,,,,17,,,,19,21,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,
fitness,891.21936,74,,,,,,,,,,,,,,,,,,,

TREE_ID,35,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5
node_type,root,func,func,func,func,func,func,func,term,term,term,term,term,term,func,func,func,func,func,term,term,term,term,term,term,term,term
node_label,+ sin,/ log,+ cos,- cos,+ cos,/ sin,/,*,x1,x2,x5,x4,x1,x2,- tan,- tan,/,* log,* cos,x3,x3,x1,x3,x1,x2,x3,x1
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,15,15,16,16,17,17,18,18,19,19
node_arity,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,14,16,,,,,,,18,20,22,24,26,,,,,,,,
node_c2,3,5,7,9,11,13,15,17,,,,,,,19,21,23,25,27,,,,,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,
fitness,598.09729,109,,,,,,,,,,,,,,,,,,,,,,,,,

TREE_ID,36,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3
node_type,root,func,func,func,func,func,term,term,term,term,term,term,term
node_label,-,*,- tan,- tan,/,* log,x4,x3,x3,x1,x3,x1,x2
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6
node_arity,2,2,2,2,2,2,0,0,0,0,0,0,0
node_c1,2,4,6,8,10,12,,,,,,,
node_c2,3,5,7,9,11,13,,,,,,,
node_c3,,,,,,,,,,,,,
fitness,533.49054,46,,,,,,,,,,,

TREE_ID,37,,,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5
node_type,root,func,func,func,func,func,func,term,term,term,term,func,func,term,term,term,func,term,term,term,term
node_label,+ sin,/ log,+ cos,- cos,+ cos,- tan,+ sin,x3,x1,x2,x5,/ log,- log,x5,x1,x1,- tan,x1,x5,x3,x3
node_parent,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,12,12,13,13,17,17
node_arity,2,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0
node_c1,2,4,6,8,10,12,14,,,,,16,18,,,,20,,,,
node_c2,3,5,7,9,11,13,15,,,,,17,19,,,,21,,,,
node_c3,,,,,,,,,,,,,,,,,,,,,
fitness,627.87854,94,,,,,,,,,,,,,,,,,,,

TREE_ID,38,,,,,,,,,,
tree_type,f,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11
node_depth,0,1,1,2,2,2,2,3,3,3,3
node_type,root,func,func,term,term,func,func,term,term,term,term
node_label,-,/ sin,* tan,x4,x1,* tan,+,x1,x4,x2,x3
node_parent,,1,1,2,2,3,3,6,6,7,7
node_arity,2,2,2,0,0,2,2,0,0,0,0
node_c1,2,4,6,,,8,10,,,,
node_c2,3,5,7,,,9,11,,,,
node_c3,,,,,,,,,,,
fitness,609.531372,41,,,,,,,,,

TREE_ID,39,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_type,f,,,,,,,,,,,,,,,,,,,,,,,,,,
tree_depth_base,3,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
node_depth,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5
node_type,root,func,func,func,func,func,func,term,term,func,term,term,term,func,term,func,func,func,func,term,term,term,term,term,term,term,term
node_label,+ sin,/ log,+ cos,- cos,+ cos,/ sin,/,x3,x1,/ log,x5,x4,x1,- tan,x4,- cos,+ cos,* log,* cos,x3,x1,x2,x5,x1,x3,x3,x3
